gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,26,24,Other,Latino/Hispanic American,0,1,1,masters in public administration,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,5.0,10.0,8.0,8.0,5.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01,6,5.0,1
female,26,25,Other,European/Caucasian-American,0,1,1,masters in public administration,0.5,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,8.0,9.0,9.0,7.0,6.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42,6,6.0,1
female,26,30,Other,European/Caucasian-American,0,1,1,masters in public administration,0.35,0.15,0.25,0.1,0.05,0.1,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,6.0,8.0,9.0,6.0,6.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,7.0,1
female,26,27,Other,European/Caucasian-American,0,1,1,masters in public administration,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,6.0,7.0,8.0,7.0,9.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1,6,7.0,1
female,26,28,Other,European/Caucasian-American,0,1,1,masters in public administration,0.5,0.0,0.25,0.1,0.0,0.15,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,8.0,5.0,5.0,6.0,5.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,7.0,1
female,26,24,Other,European/Caucasian-American,0,1,1,masters in public administration,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,7.0,8.0,7.0,8.0,7.0,8.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23,6,8.0,1
male,27,24,European/Caucasian-American,European/Caucasian-American,1,7,3,finance,0.45,0.05,0.25,0.2,0.0,0.05,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,8.0,7.0,6.0,9.0,7.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29,7,7.0,0
male,27,25,European/Caucasian-American,European/Caucasian-American,1,7,3,finance,0.35,0.1,0.35,0.1,0.1,0.0,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,8.0,6.0,5.0,8.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24,7,5.0,0
male,27,21,European/Caucasian-American,European/Caucasian-American,1,7,3,finance,0.2,0.05,0.25,0.25,0.1,0.15,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,6.0,8.0,8.0,8.0,7.0,6.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43,7,6.0,0
male,27,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7,3,finance,0.1,0.25,0.2,0.25,0.05,0.15,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,9.0,8.0,9.0,8.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33,7,7.0,0
male,27,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7,3,finance,0.15,0.15,0.25,0.2,0.15,0.1,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,8.0,8.0,8.0,7.0,7.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,7.0,0
male,27,25,European/Caucasian-American,European/Caucasian-American,1,7,3,finance,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,8.0,7.0,6.0,6.0,6.0,5.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,7.0,0
male,22,21,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,law,0.15,0.2,0.2,0.15,0.15,0.15,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,8.0,10.0,7.0,7.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,8.0,0
male,22,24,European/Caucasian-American,European/Caucasian-American,1,1,1,law,0.45,0.05,0.25,0.2,0.0,0.05,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,6.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,8.0,0
male,22,23,European/Caucasian-American,European/Caucasian-American,1,1,1,law,0.2,0.2,0.2,0.2,0.1,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,5.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18,7,6.0,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,1,1,law,0.2,0.05,0.25,0.25,0.1,0.15,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,7.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.0,7,7.0,0
male,22,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,law,0.15,0.15,0.25,0.2,0.15,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,9.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21,7,8.0,1
male,22,25,European/Caucasian-American,European/Caucasian-American,1,1,1,law,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,8.0,8.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11,7,9.0,1
male,22,26,European/Caucasian-American,Other,0,1,1,law,0.2,0.1,0.2,0.3,0.1,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,8.0,8.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.03,7,8.0,1
male,25,21,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9,2,business,0.15,0.2,0.2,0.15,0.15,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,7.0,8.0,8.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.25,7,7.0,1
male,25,24,European/Caucasian-American,European/Caucasian-American,1,9,2,business,0.45,0.05,0.25,0.2,0.0,0.05,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,8.0,7.0,5.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.73,7,7.0,1
male,25,25,European/Caucasian-American,European/Caucasian-American,1,9,2,business,0.35,0.1,0.35,0.1,0.1,0.0,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,6.0,6.0,6.0,6.0,6.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,-0.3,7,6.0,1
male,25,21,European/Caucasian-American,European/Caucasian-American,1,9,2,business,0.2,0.05,0.25,0.25,0.1,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,5.0,8.0,7.0,7.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.06,7,6.0,0
male,25,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9,2,business,0.1,0.25,0.2,0.25,0.05,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,6.0,6.0,8.0,8.0,8.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.19,7,6.0,1
male,25,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9,2,business,0.15,0.15,0.25,0.2,0.15,0.1,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,8.0,8.0,8.0,6.0,6.0,6.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.59,7,7.0,1
male,25,25,European/Caucasian-American,European/Caucasian-American,1,9,2,business,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,8.0,7.0,7.0,7.0,8.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28,7,7.0,1
male,25,26,European/Caucasian-American,Other,0,9,2,business,0.2,0.1,0.2,0.3,0.1,0.1,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,6.0,6.0,7.0,8.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42,7,6.0,1
male,30,21,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,political science,0.15,0.2,0.2,0.15,0.15,0.15,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,3.0,6.0,7.0,5.0,8.0,7.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.34,4,2.0,0
male,30,25,European/Caucasian-American,European/Caucasian-American,1,1,1,political science,0.35,0.1,0.35,0.1,0.1,0.0,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,6.0,3.0,5.0,4.0,5.0,4.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.26,4,2.0,0
male,30,23,European/Caucasian-American,European/Caucasian-American,1,1,1,political science,0.2,0.2,0.2,0.2,0.1,0.1,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,7.0,6.0,3.0,5.0,6.0,5.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35,4,6.0,1
male,30,21,European/Caucasian-American,European/Caucasian-American,1,1,1,political science,0.2,0.05,0.25,0.25,0.1,0.15,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,2.0,3.0,4.0,4.0,5.0,3.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.05,4,3.0,0
male,30,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,political science,0.1,0.25,0.2,0.25,0.05,0.15,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,5.0,6.0,8.0,4.0,5.0,4.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.47,4,3.0,0
male,30,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,political science,0.15,0.15,0.25,0.2,0.15,0.1,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,7.0,6.0,5.0,4.0,4.0,3.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.31,4,5.0,0
male,30,25,European/Caucasian-American,European/Caucasian-American,1,1,1,political science,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,6.0,4.0,7.0,5.0,6.0,4.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.05,4,4.0,0
male,30,26,European/Caucasian-American,Other,0,1,1,political science,0.2,0.1,0.2,0.3,0.1,0.1,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,8.0,6.0,7.0,8.0,6.0,5.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.21,4,8.0,1
male,27,21,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,8,business,0.15,0.2,0.2,0.15,0.15,0.15,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6,8,6,8,9,6.0,7.0,5.0,6.0,8.0,6.0,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.5,5,7.0,0
male,27,25,European/Caucasian-American,European/Caucasian-American,1,8,8,business,0.35,0.1,0.35,0.1,0.1,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6,8,6,8,9,4.0,5.0,6.0,4.0,6.0,4.0,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.29,5,5.0,0
male,27,23,European/Caucasian-American,European/Caucasian-American,1,8,8,business,0.2,0.2,0.2,0.2,0.1,0.1,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6,8,6,8,9,6.0,7.0,8.0,6.0,6.0,5.0,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.15,5,7.0,0
male,27,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,8,business,0.1,0.25,0.2,0.25,0.05,0.15,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6,8,6,8,9,6.0,7.0,8.0,7.0,8.0,5.0,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.03,5,7.0,0
male,27,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,8,business,0.15,0.15,0.25,0.2,0.15,0.1,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6,8,6,8,9,8.0,7.0,6.0,7.0,7.0,5.0,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.08,5,7.0,1
